_id,INC_IR_NO,INC_IA_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_BEAT,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,HIGHEST_SHOW_FORCE,SHOW_FORCE_COUNT
979,202500000568110,SOF25-0803,2025-04-18 10:15:00,2025,10:15:00,Friday,712,2XXX North Greenfield Road,Phoenix,AZ,85006.0,Mountain View Precinct,63984.0,Male,36.0,30s,American Indian / Alaskan Native,Non-Hispanic,Other,Criminal Felony,Gun,1
980,202500000567078,SOF25-0804,2025-04-18 02:48:00,2025,02:48:00,Friday,736,1XXX North Central Avenue,Phoenix,AZ,85004.0,Mountain View Precinct,63986.0,Male,31.0,30s,,,Other,No Charge,Taser,1
981,202500000571113,SOF25-0810,2025-04-18 19:15:00,2025,19:15:00,Friday,722,2XXX North 36th Street,Phoenix,AZ,85008.0,Mountain View Precinct,63996.0,Female,51.0,50s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
982,202500000568009,SOF25-0813,2025-04-18 09:38:00,2025,09:38:00,Friday,726,2XXX East Harrison Street,Phoenix,AZ,85034.0,Mountain View Precinct,41499.0,Male,31.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
983,202500000567624,SOF25-0829,2025-04-18 15:51:00,2025,15:51:00,Friday,414,9XXX South 7th Way,Phoenix,AZ,85042.0,South Mountain Precinct,64060.0,Male,41.0,40s,White,Non-Hispanic,White,Criminal Felony,Gun,1
984,202500000567210,SOF25-0842,2025-04-18 05:20:00,2025,05:20:00,Friday,431,4XXX East Pueblo Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,61925.0,Male,46.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
985,202500000567210,SOF25-0842,2025-04-18 05:20:00,2025,05:20:00,Friday,431,4XXX East Pueblo Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,64124.0,,25.0,20s,,,Other,Criminal Felony,Gun,1
986,202500000567210,SOF25-0842,2025-04-18 05:20:00,2025,05:20:00,Friday,431,4XXX East Pueblo Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,64126.0,,31.0,30s,,,Other,Criminal Felony,Gun,1
987,202500000567210,SOF25-0842,2025-04-18 05:20:00,2025,05:20:00,Friday,431,4XXX East Pueblo Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,64128.0,,26.0,20s,,,Other,Criminal Felony,Gun,1
988,202500000567210,SOF25-0842,2025-04-18 05:20:00,2025,05:20:00,Friday,431,4XXX East Pueblo Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,64130.0,,23.0,20s,,,Other,Criminal Felony,Gun,1
989,202500000568315,SOF25-0861,2025-04-18 10:15:00,2025,10:15:00,Friday,621,1XXXX North 19th Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64182.0,Male,51.0,50s,White,Non-Hispanic,White,No Charge,Impact Munitions,1
990,202500000569685,SOF25-0994,2025-04-18 14:54:00,2025,14:54:00,Friday,425,1XXX East Lynne Lane,Phoenix,AZ,85042.0,South Mountain Precinct,64656.0,Male,26.0,20s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
991,202500000576689,SOF25-0779,2025-04-19 20:28:00,2025,20:28:00,Saturday,423,5XXX South 21st Place,Phoenix,AZ,85040.0,,63924.0,Male,23.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
992,202500000575805,SOF25-0784,2025-04-19 18:23:00,2025,18:23:00,Saturday,933,1XXXX North 33rd Avenue,Phoenix,AZ,85053.0,Cactus Park Precinct,63937.0,Male,31.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
993,202500000572597,SOF25-0799,2025-04-19 00:39:00,2025,00:39:00,Saturday,833,5XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,63892.0,Male,42.0,40s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
994,202500000576510,SOF25-0809,2025-04-19 20:00:00,2025,20:00:00,Saturday,734,7XX West Windsor Avenue,Phoenix,AZ,85003.0,Mountain View Precinct,63994.0,Female,26.0,20s,White,Hispanic,White,No Charge,Gun,1
995,202500000574542,SOF25-0863,2025-04-19 12:34:00,2025,12:34:00,Saturday,621,1XXX West Sahuaro Drive,Phoenix,AZ,85029.0,Desert Horizon Precinct,3647.0,Male,67.0,60s,Hispanic,Hispanic,Other,Criminal Misdemeanor,Impact Munitions,1
996,202500000562283,SOF25-1011,2025-04-19 23:26:00,2025,23:26:00,Saturday,625,1XXX West Glendale Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,63604.0,Male,56.0,50s,White,Hispanic,White,No Charge,Gun,1
997,202500000562283,SOF25-1011,2025-04-19 23:26:00,2025,23:26:00,Saturday,625,1XXX West Glendale Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64697.0,Female,60.0,60s,White,Hispanic,White,No Charge,Gun,1
998,202500000562283,SOF25-1011,2025-04-19 23:26:00,2025,23:26:00,Saturday,625,1XXX West Glendale Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64699.0,Female,39.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
999,202500000581132,SOF25-0788,2025-04-20 20:00:00,2025,20:00:00,Sunday,822,3XXX North 53rd Avenue,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,51699.0,Male,34.0,30s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1000,202500000506332,SOF25-0789,2025-04-20 20:30:00,2025,20:30:00,Sunday,915,3XXX West Glendale Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,40858.0,Male,29.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1001,202500000578696,SOF25-0807,2025-04-20 07:30:00,2025,07:30:00,Sunday,732,3XXX North 8th Avenue,Phoenix,AZ,85013.0,Mountain View Precinct,63988.0,,0.0,<20,,,Other,No Charge,Gun,1
1002,202500000577888,SOF25-0808,2025-04-20 01:30:00,2025,01:30:00,Sunday,Maricopa,"2XXXXX West Boker Street, Buckeye, Arizona 85326, United States",Buckeye,AZ,85326.0,Out of City,63992.0,Male,20.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1003,202500000506173,SOF25-0815,2025-04-20 00:46:00,2025,00:46:00,Sunday,812,2XXX North 95th Avenue,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,64005.0,Male,29.0,20s,White,Hispanic,White,No Charge,Gun,1
1004,202500000581609,SOF25-0816,2025-04-20 20:45:00,2025,20:45:00,Sunday,832,5XXX West Raymond Street,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,64016.0,Male,38.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1005,202500000577680,SOF25-0821,2025-04-20 00:40:00,2025,00:40:00,Sunday,234,1XXXX North 21st Place,Phoenix,AZ,85022.0,Black Mountain Precinct,64027.0,Male,16.0,<20,White,Non-Hispanic,White,No Charge,Gun,1
1006,202500000568289,SOF25-0909,2025-04-20 07:17:00,2025,07:17:00,Sunday,921,2XXX West Glendale Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,64358.0,Male,32.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1007,202500000568289,SOF25-0909,2025-04-20 07:17:00,2025,07:17:00,Sunday,921,2XXX West Glendale Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,64361.0,Female,36.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
1008,202500000582202,SOF25-1170,2025-04-20 23:04:00,2025,23:04:00,Sunday,924,1XXXX North Metro Parkway East,Phoenix,AZ,85051.0,Cactus Park Precinct,63912.0,Male,44.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Taser,1
1009,202500000582673,SOF25-0785,2025-04-21 02:01:00,2025,02:01:00,Monday,911,2XXX West Mariposa Street,Phoenix,AZ,85017.0,Cactus Park Precinct,63939.0,Male,32.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1010,202500000586132,SOF25-0792,2025-04-21 18:11:00,2025,18:11:00,Monday,423,2XXX East Mobile Lane,Phoenix,AZ,85040.0,South Mountain Precinct,60080.0,Male,32.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1011,202500000586015,SOF25-0793,2025-04-21 16:55:00,2025,16:55:00,Monday,424,1XX East Baseline Road,Phoenix,AZ,85042.0,South Mountain Precinct,43433.0,Male,29.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1012,202500000586015,SOF25-0793,2025-04-21 16:55:00,2025,16:55:00,Monday,424,1XX East Baseline Road,Phoenix,AZ,85042.0,South Mountain Precinct,63964.0,Female,0.0,<20,White,Non-Hispanic,White,No Charge,Gun,1
1013,202500000587290,SOF25-0794,2025-04-21 22:14:00,2025,22:14:00,Monday,421,6XX West Lower Buckeye Road,Phoenix,AZ,85003.0,South Mountain Precinct,63967.0,Male,31.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1014,202500000587355,SOF25-0806,2025-04-21 22:00:00,2025,22:00:00,Monday,924,2XXX West Cactus Road,Phoenix,AZ,85029.0,Cactus Park Precinct,63990.0,Male,33.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
1015,202500000568544,SOF25-0818,2025-04-21 14:30:00,2025,14:30:00,Monday,833,5XXX West Baseline Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,64023.0,Male,54.0,50s,Black,Non-Hispanic,Black or African American,Criminal Felony,Impact Munitions,1
1016,202500000586243,SOF25-0822,2025-04-21 17:38:00,2025,17:38:00,Monday,821,5XXX West Berkeley Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,64030.0,Male,30.0,30s,White,Hispanic,White,No Charge,Gun,1
1017,202500000586243,SOF25-0822,2025-04-21 17:38:00,2025,17:38:00,Monday,821,5XXX West Berkeley Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,64032.0,,21.0,20s,White,Hispanic,White,No Charge,Gun,1
1018,202500000586243,SOF25-0822,2025-04-21 17:38:00,2025,17:38:00,Monday,821,5XXX West Berkeley Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,64034.0,Male,22.0,20s,White,Hispanic,White,No Charge,Gun,1
1019,202500000586243,SOF25-0822,2025-04-21 17:38:00,2025,17:38:00,Monday,821,5XXX West Berkeley Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,64036.0,Male,37.0,30s,White,Hispanic,White,No Charge,Gun,1
1020,202500000587179,SOF25-0911,2025-04-21 21:11:00,2025,21:11:00,Monday,615,5XXX North 16th Street,Phoenix,AZ,85016.0,Desert Horizon Precinct,64366.0,Male,42.0,40s,White,Non-Hispanic,White,No Charge,Gun,1
1021,202500000587590,SOF25-0811,2025-04-22 02:34:00,2025,02:34:00,Tuesday,923,2XXX West Dunlap Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,63998.0,Male,41.0,40s,White,Non-Hispanic,White,No Charge,Irritants,1
1022,202500000591241,SOF25-0817,2025-04-22 16:28:00,2025,16:28:00,Tuesday,413,2XXX West Roeser Road,Phoenix,AZ,85041.0,South Mountain Precinct,64018.0,Male,38.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1023,202500000591241,SOF25-0817,2025-04-22 16:28:00,2025,16:28:00,Tuesday,413,2XXX West Roeser Road,Phoenix,AZ,85041.0,South Mountain Precinct,64020.0,Male,21.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1024,202400001566827,SOF25-0823,2025-04-22 13:57:00,2025,13:57:00,Tuesday,Maricopa,7XXX West Peoria Avenue,Peoria,AZ,85345.0,Out of City,58944.0,Male,29.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1025,202500000587585,SOF25-0824,2025-04-22 00:01:00,2025,00:01:00,Tuesday,Maricopa,,,AZ,,Out of City,52350.0,Male,22.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1026,202500000587585,SOF25-0824,2025-04-22 00:01:00,2025,00:01:00,Tuesday,Maricopa,,,AZ,,Out of City,64047.0,Female,22.0,20s,,,Other,Criminal Felony,Gun,1
1027,202500000587950,SOF25-0825,2025-04-22 03:05:00,2025,03:05:00,Tuesday,923,2XXX West Dunlap Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,63998.0,Male,41.0,40s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1028,202500000588569,SOF25-0826,2025-04-22 07:41:00,2025,07:41:00,Tuesday,831,7XXX West Williams Street,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,64049.0,Female,38.0,30s,White,Hispanic,White,No Charge,Gun,1
1029,202500000591329,SOF25-0827,2025-04-22 17:18:00,2025,17:18:00,Tuesday,812,3XXX N 92nd Drive,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,45423.0,Male,31.0,30s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1030,202500000590243,SOF25-0848,2025-04-22 13:11:00,2025,13:11:00,Tuesday,931,4XXX West Cactus Road,Glendale,AZ,85304.0,Cactus Park Precinct,64144.0,Male,23.0,20s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1031,202500000591264,SOF25-0945,2025-04-22 16:31:00,2025,16:31:00,Tuesday,621,1XXXX North 19th Avenue,Phoenix,AZ,85029.0,Desert Horizon Precinct,64502.0,Male,69.0,60s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1032,202500000593133,SOF25-0820,2025-04-23 01:08:00,2025,01:08:00,Wednesday,714,4XXX East Thomas Road,Phoenix,AZ,85251.0,Mountain View Precinct,64024.0,Male,35.0,30s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
1033,202500000593798,SOF25-0830,2025-04-23 06:57:00,2025,06:57:00,Wednesday,711,3XXX East Catalina Drive,Phoenix,AZ,85018.0,Mountain View Precinct,64061.0,Male,15.0,<20,White,Hispanic,White,Criminal Felony,Gun,1
1034,202500000593798,SOF25-0830,2025-04-23 06:57:00,2025,06:57:00,Wednesday,711,3XXX East Catalina Drive,Phoenix,AZ,85018.0,Mountain View Precinct,64064.0,Female,14.0,<20,,Non-Hispanic,Other,Criminal Felony,Gun,1
1035,202500000595083,SOF25-0832,2025-04-23 12:10:00,2025,12:10:00,Wednesday,814,6XXX West Osborn Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,33448.0,Male,20.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1036,202500000595083,SOF25-0832,2025-04-23 12:10:00,2025,12:10:00,Wednesday,814,6XXX West Osborn Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64073.0,Female,23.0,20s,White,Hispanic,White,No Charge,Gun,1
1037,202500000585296,SOF25-0833,2025-04-23 19:52:00,2025,19:52:00,Wednesday,411,3XXX West Polk Street,Phoenix,AZ,85009.0,South Mountain Precinct,64075.0,Male,28.0,20s,White,Hispanic,White,Criminal Felony,Taser,1
1038,202500000593136,SOF25-0834,2025-04-23 00:47:00,2025,00:47:00,Wednesday,223,1XXXX North 7th Street,Phoenix,AZ,85024.0,Black Mountain Precinct,64081.0,Male,38.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1039,202500000596054,SOF25-0835,2025-04-23 16:00:00,2025,16:00:00,Wednesday,821,5XXX West Granada Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,58575.0,Male,44.0,40s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1040,202500000596054,SOF25-0835,2025-04-23 16:00:00,2025,16:00:00,Wednesday,821,5XXX West Granada Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,64161.0,Male,35.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1041,202500000598192,SOF25-0836,2025-04-23 22:18:00,2025,22:18:00,Wednesday,412,3XXX West Washington Street,Phoenix,AZ,85009.0,South Mountain Precinct,64077.0,Male,32.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
1042,202500000598078,SOF25-0837,2025-04-23 21:43:00,2025,21:43:00,Wednesday,822,5XXX West Highland Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,51380.0,Male,30.0,30s,White,Hispanic,Hispanic,No Charge,Taser,1
1043,202500000596295,SOF25-0856,2025-04-23 15:36:00,2025,15:36:00,Wednesday,714,3XXX North 40th Street,Phoenix,AZ,85018.0,Mountain View Precinct,64172.0,Male,28.0,20s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Impact Munitions,1
1044,202500000476121,SOF25-0857,2025-04-23 19:54:00,2025,19:54:00,Wednesday,732,4XXX North Central Avenue,Phoenix,AZ,85012.0,Mountain View Precinct,64174.0,Male,26.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1045,202500000520268,SOF25-1167,2025-04-23 15:26:00,2025,15:26:00,Wednesday,611,5XXX North 19th Avenue,Phoenix,AZ,85015.0,Desert Horizon Precinct,65199.0,Female,21.0,20s,,,Other,Criminal Felony,Gun,1
1046,202500000520268,SOF25-1167,2025-04-23 15:26:00,2025,15:26:00,Wednesday,611,5XXX North 19th Avenue,Phoenix,AZ,85015.0,Desert Horizon Precinct,65234.0,,17.0,<20,,,Other,Criminal Felony,Gun,1
1047,202500000520268,SOF25-1167,2025-04-23 15:26:00,2025,15:26:00,Wednesday,611,5XXX North 19th Avenue,Phoenix,AZ,85015.0,Desert Horizon Precinct,65236.0,,21.0,20s,,,Other,Criminal Felony,Gun,1
1048,202500000598620,SOF25-0831,2025-04-24 00:52:00,2025,00:52:00,Thursday,923,9XXX North 29th Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,64079.0,Male,64.0,60s,White,Non-Hispanic,White,No Charge,Gun,1
1049,202500000598843,SOF25-0838,2025-04-24 03:51:00,2025,03:51:00,Thursday,214,4XXX West Magellan Drive,New River,AZ,85087.0,Black Mountain Precinct,64108.0,Male,38.0,30s,White,Non-Hispanic,White,No Charge,Taser,1
1050,202500000598841,SOF25-0839,2025-04-24 03:33:00,2025,03:33:00,Thursday,933,2XXX West Bell Road,Phoenix,AZ,85308.0,Cactus Park Precinct,64110.0,Male,32.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1051,202500000594429,SOF25-0841,2025-04-24 06:30:00,2025,06:30:00,Thursday,813,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64120.0,Male,26.0,20s,White,,White,Criminal Felony,Gun,1
1052,202500000594429,SOF25-0841,2025-04-24 06:30:00,2025,06:30:00,Thursday,813,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64122.0,Male,24.0,20s,White,,White,Criminal Felony,Gun,1
1053,202500000601124,SOF25-0847,2025-04-24 14:00:00,2025,14:00:00,Thursday,832,5XXX West Latham Street,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,64140.0,Male,43.0,40s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1054,202500000475554,SOF25-0850,2025-04-24 10:23:00,2025,10:23:00,Thursday,811,1XXXX West Roma Avenue,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,64149.0,Male,22.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1055,202500000601927,SOF25-0851,2025-04-24 17:24:00,2025,17:24:00,Thursday,932,3XXX West Port Au Prince Lane,Phoenix,AZ,85053.0,Cactus Park Precinct,57117.0,Male,44.0,40s,White,Hispanic,Hispanic,Criminal Misdemeanor,Irritants,1
1056,202500000600555,SOF25-0853,2025-04-24 11:55:00,2025,11:55:00,Thursday,822,4XXX North 62nd Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64158.0,Female,22.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1057,202500000603083,SOF25-0858,2025-04-24 20:40:00,2025,20:40:00,Thursday,736,3XX West Culver Street,Phoenix,AZ,85007.0,Mountain View Precinct,41765.0,Male,44.0,40s,White,Hispanic,Hispanic,Criminal Misdemeanor,Gun,1
1058,202500000603029,SOF25-0859,2025-04-24 20:15:00,2025,20:15:00,Thursday,732,4XXX North Central Avenue,Phoenix,AZ,85012.0,Mountain View Precinct,54013.0,Male,29.0,20s,White,Hispanic,Hispanic,Criminal Felony,Impact Munitions,1
1059,202500000602789,SOF25-0865,2025-04-24 19:48:00,2025,19:48:00,Thursday,515,,,AZ,,Central City Precinct,29445.0,Male,34.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1060,202500000600463,SOF25-0867,2025-04-24 13:25:00,2025,13:25:00,Thursday,425,5XXX East Calle Encinas,Guadalupe,AZ,85283.0,Out of City,64203.0,Male,39.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1061,202500000600463,SOF25-0867,2025-04-24 13:25:00,2025,13:25:00,Thursday,425,5XXX East Calle Encinas,Guadalupe,AZ,85283.0,Out of City,64205.0,Female,24.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1062,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64209.0,Male,21.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1063,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64215.0,Male,18.0,<20,White,Hispanic,White,No Charge,Gun,1
1064,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64217.0,Female,18.0,<20,White,Hispanic,White,Criminal Misdemeanor,Gun,1
1065,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64221.0,Male,18.0,<20,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1066,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64235.0,Female,19.0,<20,White,Hispanic,White,Criminal Misdemeanor,Gun,1
1067,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64237.0,Male,0.0,<20,White,Hispanic,White,No Charge,Gun,1
1068,202500000610012,SOF25-0870,2025-04-24 03:32:00,2025,03:32:00,Thursday,515,,,AZ,,Central City Precinct,64370.0,Male,0.0,<20,White,Hispanic,White,Criminal Misdemeanor,Gun,1
1069,202500000589463,SOF25-0871,2025-04-24 13:00:00,2025,13:00:00,Thursday,425,2XXX West Vineyard Road,Phoenix,AZ,85041.0,South Mountain Precinct,61387.0,Female,60.0,60s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1070,202500000567695,SOF25-0885,2025-04-24 06:36:00,2025,06:36:00,Thursday,Maricopa,5XXX West via Montoya Drive,Glendale,AZ,85310.0,Out of City,64270.0,Male,44.0,40s,,Non-Hispanic,Other,No Charge,Gun,1
1071,202500000567695,SOF25-0885,2025-04-24 06:36:00,2025,06:36:00,Thursday,Maricopa,5XXX West via Montoya Drive,Glendale,AZ,85310.0,Out of City,64272.0,,69.0,60s,,,Other,No Charge,Gun,1
1072,202500000567695,SOF25-0885,2025-04-24 06:36:00,2025,06:36:00,Thursday,Maricopa,5XXX West via Montoya Drive,Glendale,AZ,85310.0,Out of City,64274.0,,64.0,60s,,,Other,No Charge,Gun,1
1073,202500000592573,SOF25-0903,2025-04-24 12:28:00,2025,12:28:00,Thursday,411,3XXX West Van Buren Street,Phoenix,AZ,85009.0,South Mountain Precinct,64331.0,,19.0,<20,,,Other,Criminal Felony,Gun,1
1074,202500000594469,SOF25-0913,2025-04-24 06:33:00,2025,06:33:00,Thursday,813,4XXX North 76th Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64373.0,,25.0,20s,,,Other,Criminal Felony,Gun,1
1075,202500000594469,SOF25-0913,2025-04-24 06:33:00,2025,06:33:00,Thursday,813,4XXX North 76th Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64375.0,Female,45.0,40s,,,Other,Criminal Felony,Gun,1
1076,202500000601783,SOF25-0925,2025-04-24 15:45:00,2025,15:45:00,Thursday,623,2XXX West Dunlap Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,20545.0,Female,37.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1077,202500000602000,SOF25-0929,2025-04-24 16:29:00,2025,16:29:00,Thursday,613,4XXX North 12th Avenue,Phoenix,AZ,85013.0,Desert Horizon Precinct,64438.0,Male,48.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1078,202500000603647,SOF25-0946,2025-04-24 23:30:00,2025,23:30:00,Thursday,411,3XXX West Polk Street,Phoenix,AZ,85009.0,South Mountain Precinct,61964.0,Male,22.0,20s,White,Hispanic,White,Criminal Felony,Impact Munitions,1
1079,202500000600635,SOF25-0866,2025-04-25 00:31:00,2025,00:31:00,Friday,Maricopa,6XXX East Old Paint Trail,Carefree,AZ,85377.0,Out of City,64201.0,Male,39.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1080,202500000607207,SOF25-0868,2025-04-25 16:05:00,2025,16:05:00,Friday,231,2XXX East Bell Road,Phoenix,AZ,85022.0,Black Mountain Precinct,64210.0,Male,54.0,50s,White,Hispanic,White,Criminal Felony,Taser,1
1081,202500000512838,SOF25-0889,2025-04-25 11:47:00,2025,11:47:00,Friday,911,2XXX West Coolidge Street,Phoenix,AZ,85017.0,Cactus Park Precinct,64286.0,Female,56.0,50s,White,Hispanic,White,No Charge,Gun,1
1082,202500000512838,SOF25-0889,2025-04-25 11:47:00,2025,11:47:00,Friday,911,2XXX West Coolidge Street,Phoenix,AZ,85017.0,Cactus Park Precinct,64288.0,Male,54.0,50s,White,Non-Hispanic,White,No Charge,Gun,1
1083,202500000589520,SOF25-0890,2025-04-25 09:25:00,2025,09:25:00,Friday,Maricopa,6XXX West Bethany Home Road,Glendale,AZ,85301.0,Out of City,59977.0,Male,29.0,20s,White,Hispanic,Hispanic,Criminal Felony,Impact Munitions,1
1084,202500000609001,SOF25-0892,2025-04-25 21:51:00,2025,21:51:00,Friday,912,4XXX West Camelback Road,Phoenix,AZ,85019.0,Cactus Park Precinct,64291.0,Male,29.0,20s,Native Hawaiian / Other Pacific Islander,Non-Hispanic,Other,Criminal Misdemeanor,Gun,1
1085,202500000609001,SOF25-0892,2025-04-25 21:51:00,2025,21:51:00,Friday,912,4XXX West Camelback Road,Phoenix,AZ,85019.0,Cactus Park Precinct,64293.0,Male,41.0,40s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1086,202500000605508,SOF25-1035,2025-04-25 11:30:00,2025,11:30:00,Friday,934,3XXX West Louise Drive,Phoenix,AZ,85027.0,Cactus Park Precinct,29718.0,Male,37.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1087,202500000609915,SOF25-0872,2025-04-26 03:01:00,2025,03:01:00,Saturday,425,1XXX East Branham Lane,Phoenix,AZ,85042.0,South Mountain Precinct,64211.0,Male,24.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1088,202500000610750,SOF25-0873,2025-04-26 09:20:00,2025,09:20:00,Saturday,421,4XXX South Central Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,64219.0,Male,46.0,40s,White,Hispanic,White,Criminal Misdemeanor,Taser,1
1089,202500000610588,SOF25-0874,2025-04-26 08:37:00,2025,08:37:00,Saturday,421,2XX West Sunland Avenue,Phoenix,AZ,85041.0,South Mountain Precinct,58475.0,Female,32.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
